# 西夏文
U+18409 𘐉
U+1840A 𘐊
U+1840B 𘐋
U+1840C 𘐌
U+1840D 𘐍
U+1840E 𘐎
U+1840F 𘐏
U+18410 𘐐
U+18411 𘐑
U+18412 𘐒
U+18413 𘐓
U+18414 𘐔
U+18415 𘐕
U+18416 𘐖
U+18417 𘐗
U+18418 𘐘
U+18419 𘐙
U+1841A 𘐚
U+1841B 𘐛
U+1841C 𘐜
U+1841D 𘐝
U+1841E 𘐞
U+1841F 𘐟
U+18420 𘐠
U+18421 𘐡
U+18422 𘐢
U+18423 𘐣
U+18424 𘐤
U+18425 𘐥
U+18426 𘐦
U+18427 𘐧
U+18428 𘐨
U+18429 𘐩
U+1842A 𘐪
U+1842B 𘐫
U+1842C 𘐬
U+1842D 𘐭
U+1842E 𘐮
U+1842F 𘐯
U+18430 𘐰
U+18431 𘐱
U+18432 𘐲
U+18433 𘐳
U+18434 𘐴
U+18435 𘐵
U+18436 𘐶
U+18437 𘐷
U+18438 𘐸
U+18439 𘐹
U+1843A 𘐺
U+1843B 𘐻
U+1843C 𘐼
U+1843D 𘐽
U+1843E 𘐾
U+1843F 𘐿
U+18440 𘑀
U+18441 𘑁
U+18442 𘑂
U+18443 𘑃
U+18444 𘑄
U+18445 𘑅
U+18446 𘑆
U+18447 𘑇
U+18448 𘑈
U+18449 𘑉
U+1844A 𘑊
U+1844B 𘑋
U+1844C 𘑌
U+1844D 𘑍
U+1844E 𘑎
U+1844F 𘑏
U+18450 𘑐
U+18451 𘑑
U+18452 𘑒
U+18453 𘑓
U+18454 𘑔
U+18455 𘑕
U+18456 𘑖
U+18457 𘑗
U+18458 𘑘
U+18459 𘑙
U+1845A 𘑚
U+1845B 𘑛
U+1845C 𘑜
U+1845D 𘑝
U+1845E 𘑞
U+1845F 𘑟
U+18460 𘑠
U+18461 𘑡
U+18462 𘑢
U+18463 𘑣
U+18464 𘑤
U+18465 𘑥
U+18466 𘑦
U+18467 𘑧
U+18468 𘑨
U+18469 𘑩
U+1846A 𘑪
U+1846B 𘑫
U+1846C 𘑬
U+1846D 𘑭
U+1846E 𘑮
U+1846F 𘑯
U+18470 𘑰
U+18471 𘑱
U+18472 𘑲
U+18473 𘑳
U+18474 𘑴
U+18475 𘑵
U+18476 𘑶
U+18477 𘑷
U+18478 𘑸
U+18479 𘑹
U+1847A 𘑺
U+1847B 𘑻
U+1847C 𘑼
U+1847D 𘑽
U+1847E 𘑾
U+1847F 𘑿
U+18480 𘒀
U+18481 𘒁
U+18482 𘒂
U+18483 𘒃
U+18484 𘒄
U+18485 𘒅
U+18486 𘒆
U+18487 𘒇
U+18488 𘒈
U+18489 𘒉
U+1848A 𘒊
U+1848B 𘒋
U+1848C 𘒌
U+1848D 𘒍
U+1848E 𘒎
U+1848F 𘒏
U+18490 𘒐
U+18491 𘒑
U+18492 𘒒
U+18493 𘒓
U+18494 𘒔
U+18495 𘒕
U+18496 𘒖
U+18497 𘒗
U+18498 𘒘
U+18499 𘒙
U+1849A 𘒚
U+1849B 𘒛
U+1849C 𘒜
U+1849D 𘒝
U+1849E 𘒞
U+1849F 𘒟
U+184A0 𘒠
U+184A1 𘒡
U+184A2 𘒢
U+184A3 𘒣
U+184A4 𘒤
U+184A5 𘒥
U+184A6 𘒦
U+184A7 𘒧
U+184A8 𘒨
U+184A9 𘒩
U+184AA 𘒪
U+184AB 𘒫
U+184AC 𘒬
U+184AD 𘒭
U+184AE 𘒮
U+184AF 𘒯
U+184B0 𘒰
U+184B1 𘒱
U+184B2 𘒲
U+184B3 𘒳
U+184B4 𘒴
U+184B5 𘒵
U+184B6 𘒶
U+184B7 𘒷
U+184B8 𘒸
U+184B9 𘒹
U+184BA 𘒺
U+184BB 𘒻
U+184BC 𘒼
U+184BD 𘒽
U+184BE 𘒾
U+184BF 𘒿
U+184C0 𘓀
U+184C1 𘓁
U+184C2 𘓂
U+184C3 𘓃
U+184C4 𘓄
U+184C5 𘓅
U+184C6 𘓆
U+184C7 𘓇
U+184C8 𘓈
U+184C9 𘓉
U+184CA 𘓊
U+184CB 𘓋
U+184CC 𘓌
U+184CD 𘓍
U+184CE 𘓎
U+184CF 𘓏
U+184D0 𘓐
U+184D1 𘓑
U+184D2 𘓒
U+184D3 𘓓
U+184D4 𘓔
U+184D5 𘓕
U+184D6 𘓖
U+184D7 𘓗
U+184D8 𘓘
U+184D9 𘓙
U+184DA 𘓚
U+184DB 𘓛
U+184DC 𘓜
U+184DD 𘓝
U+184DE 𘓞
U+184DF 𘓟
U+184E0 𘓠
U+184E1 𘓡
U+184E2 𘓢
U+184E3 𘓣
U+184E4 𘓤
U+184E5 𘓥
U+184E6 𘓦
U+184E7 𘓧
U+184E8 𘓨
U+184E9 𘓩
U+184EA 𘓪
U+184EB 𘓫
U+184EC 𘓬
U+184ED 𘓭
U+184EE 𘓮
U+184EF 𘓯
U+184F0 𘓰
U+184F1 𘓱
U+184F2 𘓲
U+184F3 𘓳
U+184F4 𘓴
U+184F5 𘓵
U+184F6 𘓶
U+184F7 𘓷
U+184F8 𘓸
U+184F9 𘓹
U+184FA 𘓺
U+184FB 𘓻
U+184FC 𘓼
U+184FD 𘓽
U+184FE 𘓾
U+184FF 𘓿
U+18500 𘔀
U+18501 𘔁
U+18502 𘔂
U+18503 𘔃
U+18504 𘔄
U+18505 𘔅
U+18506 𘔆
U+18507 𘔇
U+18508 𘔈
U+18509 𘔉
U+1850A 𘔊
U+1850B 𘔋
U+1850C 𘔌
U+1850D 𘔍
U+1850E 𘔎
U+1850F 𘔏
U+18510 𘔐
U+18511 𘔑
U+18512 𘔒
U+18513 𘔓
U+18514 𘔔
U+18515 𘔕
U+18516 𘔖
U+18517 𘔗
U+18518 𘔘
U+18519 𘔙
U+1851A 𘔚
U+1851B 𘔛
U+1851C 𘔜
U+1851D 𘔝
U+1851E 𘔞
U+1851F 𘔟
U+18520 𘔠
U+18521 𘔡
U+18522 𘔢
U+18523 𘔣
U+18524 𘔤
U+18525 𘔥
U+18526 𘔦
U+18527 𘔧
U+18528 𘔨
U+18529 𘔩
U+1852A 𘔪
U+1852B 𘔫
U+1852C 𘔬
U+1852D 𘔭
U+1852E 𘔮
U+1852F 𘔯
U+18530 𘔰
U+18531 𘔱
U+18532 𘔲
U+18533 𘔳
U+18534 𘔴
U+18535 𘔵
U+18536 𘔶
U+18537 𘔷
U+18538 𘔸
U+18539 𘔹
U+1853A 𘔺
U+1853B 𘔻
U+1853C 𘔼
U+1853D 𘔽
U+1853E 𘔾
U+1853F 𘔿
U+18540 𘕀
U+18541 𘕁
U+18542 𘕂
U+18543 𘕃
U+18544 𘕄
U+18545 𘕅
U+18546 𘕆
U+18547 𘕇
U+18548 𘕈
U+18549 𘕉
U+1854A 𘕊
U+1854B 𘕋
U+1854C 𘕌
U+1854D 𘕍
U+1854E 𘕎
U+1854F 𘕏
U+18550 𘕐
U+18551 𘕑
U+18552 𘕒
U+18553 𘕓
U+18554 𘕔
U+18555 𘕕
U+18556 𘕖
U+18557 𘕗
U+18558 𘕘
U+18559 𘕙
U+1855A 𘕚
U+1855B 𘕛
U+1855C 𘕜
U+1855D 𘕝
U+1855E 𘕞
U+1855F 𘕟
U+18560 𘕠
U+18561 𘕡
U+18562 𘕢
U+18563 𘕣
U+18564 𘕤
U+18565 𘕥
U+18566 𘕦
U+18567 𘕧
U+18568 𘕨
U+18569 𘕩
U+1856A 𘕪
U+1856B 𘕫
U+1856C 𘕬
U+1856D 𘕭
U+1856E 𘕮
U+1856F 𘕯
U+18570 𘕰
U+18571 𘕱
U+18572 𘕲
U+18573 𘕳
U+18574 𘕴
U+18575 𘕵
U+18576 𘕶
U+18577 𘕷
U+18578 𘕸
U+18579 𘕹
U+1857A 𘕺
U+1857B 𘕻
U+1857C 𘕼
U+1857D 𘕽
U+1857E 𘕾
U+1857F 𘕿
U+18580 𘖀
U+18581 𘖁
U+18582 𘖂
U+18583 𘖃
U+18584 𘖄
U+18585 𘖅
U+18586 𘖆
U+18587 𘖇
U+18588 𘖈
U+18589 𘖉
U+1858A 𘖊
U+1858B 𘖋
U+1858C 𘖌
U+1858D 𘖍
U+1858E 𘖎
U+1858F 𘖏
U+18590 𘖐
U+18591 𘖑
U+18592 𘖒
U+18593 𘖓
U+18594 𘖔
U+18595 𘖕
U+18596 𘖖
U+18597 𘖗
U+18598 𘖘
U+18599 𘖙
U+1859A 𘖚
U+1859B 𘖛
U+1859C 𘖜
U+1859D 𘖝
U+1859E 𘖞
U+1859F 𘖟
U+185A0 𘖠
U+185A1 𘖡
U+185A2 𘖢
U+185A3 𘖣
U+185A4 𘖤
U+185A5 𘖥
U+185A6 𘖦
U+185A7 𘖧
U+185A8 𘖨
U+185A9 𘖩
U+185AA 𘖪
U+185AB 𘖫
U+185AC 𘖬
U+185AD 𘖭
U+185AE 𘖮
U+185AF 𘖯
U+185B0 𘖰
U+185B1 𘖱
U+185B2 𘖲
U+185B3 𘖳
U+185B4 𘖴
U+185B5 𘖵
U+185B6 𘖶
U+185B7 𘖷
U+185B8 𘖸
U+185B9 𘖹
U+185BA 𘖺
U+185BB 𘖻
U+185BC 𘖼
U+185BD 𘖽
U+185BE 𘖾
U+185BF 𘖿
U+185C0 𘗀
U+185C1 𘗁
U+185C2 𘗂
U+185C3 𘗃
U+185C4 𘗄
U+185C5 𘗅
U+185C6 𘗆
U+185C7 𘗇
U+185C8 𘗈
U+185C9 𘗉
U+185CA 𘗊
U+185CB 𘗋
U+185CC 𘗌
U+185CD 𘗍
U+185CE 𘗎
U+185CF 𘗏
U+185D0 𘗐
U+185D1 𘗑
U+185D2 𘗒
U+185D3 𘗓
U+185D4 𘗔
U+185D5 𘗕
U+185D6 𘗖
U+185D7 𘗗
U+185D8 𘗘
U+185D9 𘗙
U+185DA 𘗚
U+185DB 𘗛
U+185DC 𘗜
U+185DD 𘗝
U+185DE 𘗞
U+185DF 𘗟
U+185E0 𘗠
U+185E1 𘗡
U+185E2 𘗢
U+185E3 𘗣
U+185E4 𘗤
U+185E5 𘗥
U+185E6 𘗦
U+185E7 𘗧
U+185E8 𘗨
U+185E9 𘗩
U+185EA 𘗪
U+185EB 𘗫
U+185EC 𘗬
U+185ED 𘗭
U+185EE 𘗮
U+185EF 𘗯
U+185F0 𘗰
U+185F1 𘗱
U+185F2 𘗲
U+185F3 𘗳
U+185F4 𘗴
U+185F5 𘗵
U+185F6 𘗶
U+185F7 𘗷
U+185F8 𘗸
U+185F9 𘗹
U+185FA 𘗺
U+185FB 𘗻
U+185FC 𘗼
U+185FD 𘗽
U+185FE 𘗾
U+185FF 𘗿
U+18600 𘘀
U+18601 𘘁
U+18602 𘘂
U+18603 𘘃
U+18604 𘘄
U+18605 𘘅
U+18606 𘘆
U+18607 𘘇
U+18608 𘘈
U+18609 𘘉
U+1860A 𘘊
U+1860B 𘘋
U+1860C 𘘌
U+1860D 𘘍
U+1860E 𘘎
U+1860F 𘘏
U+18610 𘘐
U+18611 𘘑
U+18612 𘘒
U+18613 𘘓
U+18614 𘘔
U+18615 𘘕
U+18616 𘘖
U+18617 𘘗
U+18618 𘘘
U+18619 𘘙
U+1861A 𘘚
U+1861B 𘘛
U+1861C 𘘜
U+1861D 𘘝
U+1861E 𘘞
U+1861F 𘘟
U+18620 𘘠
U+18621 𘘡
U+18622 𘘢
U+18623 𘘣
U+18624 𘘤
U+18625 𘘥
U+18626 𘘦
U+18627 𘘧
U+18628 𘘨
U+18629 𘘩
U+1862A 𘘪
U+1862B 𘘫
U+1862C 𘘬
U+1862D 𘘭
U+1862E 𘘮
U+1862F 𘘯
U+18630 𘘰
U+18631 𘘱
U+18632 𘘲
U+18633 𘘳
U+18634 𘘴
U+18635 𘘵
U+18636 𘘶
U+18637 𘘷
U+18638 𘘸
U+18639 𘘹
U+1863A 𘘺
U+1863B 𘘻
U+1863C 𘘼
U+1863D 𘘽
U+1863E 𘘾
U+1863F 𘘿
U+18640 𘙀
U+18641 𘙁
U+18642 𘙂
U+18643 𘙃
U+18644 𘙄
U+18645 𘙅
U+18646 𘙆
U+18647 𘙇
U+18648 𘙈
U+18649 𘙉
U+1864A 𘙊
U+1864B 𘙋
U+1864C 𘙌
U+1864D 𘙍
U+1864E 𘙎
U+1864F 𘙏
U+18650 𘙐
U+18651 𘙑
U+18652 𘙒
U+18653 𘙓
U+18654 𘙔
U+18655 𘙕
U+18656 𘙖
U+18657 𘙗
U+18658 𘙘
U+18659 𘙙
U+1865A 𘙚
U+1865B 𘙛
U+1865C 𘙜
U+1865D 𘙝
U+1865E 𘙞
U+1865F 𘙟
U+18660 𘙠
U+18661 𘙡
U+18662 𘙢
U+18663 𘙣
U+18664 𘙤
U+18665 𘙥
U+18666 𘙦
U+18667 𘙧
U+18668 𘙨
U+18669 𘙩
U+1866A 𘙪
U+1866B 𘙫
U+1866C 𘙬
U+1866D 𘙭
U+1866E 𘙮
U+1866F 𘙯
U+18670 𘙰
U+18671 𘙱
U+18672 𘙲
U+18673 𘙳
U+18674 𘙴
U+18675 𘙵
U+18676 𘙶
U+18677 𘙷
U+18678 𘙸
U+18679 𘙹
U+1867A 𘙺
U+1867B 𘙻
U+1867C 𘙼
U+1867D 𘙽
U+1867E 𘙾
U+1867F 𘙿
U+18680 𘚀
U+18681 𘚁
U+18682 𘚂
U+18683 𘚃
U+18684 𘚄
U+18685 𘚅
U+18686 𘚆
U+18687 𘚇
U+18688 𘚈
U+18689 𘚉
U+1868A 𘚊
U+1868B 𘚋
U+1868C 𘚌
U+1868D 𘚍
U+1868E 𘚎
U+1868F 𘚏
U+18690 𘚐
U+18691 𘚑
U+18692 𘚒
U+18693 𘚓
U+18694 𘚔
U+18695 𘚕
U+18696 𘚖
U+18697 𘚗
U+18698 𘚘
U+18699 𘚙
U+1869A 𘚚
U+1869B 𘚛
U+1869C 𘚜
U+1869D 𘚝
U+1869E 𘚞
U+1869F 𘚟
U+186A0 𘚠
U+186A1 𘚡
U+186A2 𘚢
U+186A3 𘚣
U+186A4 𘚤
U+186A5 𘚥
U+186A6 𘚦
U+186A7 𘚧
U+186A8 𘚨
U+186A9 𘚩
U+186AA 𘚪
U+186AB 𘚫
U+186AC 𘚬
U+186AD 𘚭
U+186AE 𘚮
U+186AF 𘚯
U+186B0 𘚰
U+186B1 𘚱
U+186B2 𘚲
U+186B3 𘚳
U+186B4 𘚴
U+186B5 𘚵
U+186B6 𘚶
U+186B7 𘚷
U+186B8 𘚸
U+186B9 𘚹
U+186BA 𘚺
U+186BB 𘚻
U+186BC 𘚼
U+186BD 𘚽
U+186BE 𘚾
U+186BF 𘚿
U+186C0 𘛀
U+186C1 𘛁
U+186C2 𘛂
U+186C3 𘛃
U+186C4 𘛄
U+186C5 𘛅
U+186C6 𘛆
U+186C7 𘛇
U+186C8 𘛈
U+186C9 𘛉
U+186CA 𘛊
U+186CB 𘛋
U+186CC 𘛌
U+186CD 𘛍
U+186CE 𘛎
U+186CF 𘛏
U+186D0 𘛐
U+186D1 𘛑
U+186D2 𘛒
U+186D3 𘛓
U+186D4 𘛔
U+186D5 𘛕
U+186D6 𘛖
U+186D7 𘛗
U+186D8 𘛘
U+186D9 𘛙
U+186DA 𘛚
U+186DB 𘛛
U+186DC 𘛜
U+186DD 𘛝
U+186DE 𘛞
U+186DF 𘛟
U+186E0 𘛠
U+186E1 𘛡
U+186E2 𘛢
U+186E3 𘛣
U+186E4 𘛤
U+186E5 𘛥
U+186E6 𘛦
U+186E7 𘛧
U+186E8 𘛨
U+186E9 𘛩
U+186EA 𘛪
U+186EB 𘛫
U+186EC 𘛬
U+186ED 𘛭
U+186EE 𘛮
U+186EF 𘛯
U+186F0 𘛰
U+186F1 𘛱
U+186F2 𘛲
U+186F3 𘛳
U+186F4 𘛴
U+186F5 𘛵
U+186F6 𘛶
U+186F7 𘛷
U+186F8 𘛸
U+186F9 𘛹
U+186FA 𘛺
U+186FB 𘛻
U+186FC 𘛼
U+186FD 𘛽
U+186FE 𘛾
U+186FF 𘛿
U+18700 𘜀
U+18701 𘜁
U+18702 𘜂
U+18703 𘜃
U+18704 𘜄
U+18705 𘜅
U+18706 𘜆
U+18707 𘜇
U+18708 𘜈
U+18709 𘜉
U+1870A 𘜊
U+1870B 𘜋
U+1870C 𘜌
U+1870D 𘜍
U+1870E 𘜎
U+1870F 𘜏
U+18710 𘜐
U+18711 𘜑
U+18712 𘜒
U+18713 𘜓
U+18714 𘜔
U+18715 𘜕
U+18716 𘜖
U+18717 𘜗
U+18718 𘜘
U+18719 𘜙
U+1871A 𘜚
U+1871B 𘜛
U+1871C 𘜜
U+1871D 𘜝
U+1871E 𘜞
U+1871F 𘜟
U+18720 𘜠
U+18721 𘜡
U+18722 𘜢
U+18723 𘜣
U+18724 𘜤
U+18725 𘜥
U+18726 𘜦
U+18727 𘜧
U+18728 𘜨
U+18729 𘜩
U+1872A 𘜪
U+1872B 𘜫
U+1872C 𘜬
U+1872D 𘜭
U+1872E 𘜮
U+1872F 𘜯
U+18730 𘜰
U+18731 𘜱
U+18732 𘜲
U+18733 𘜳
U+18734 𘜴
U+18735 𘜵
U+18736 𘜶
U+18737 𘜷
U+18738 𘜸
U+18739 𘜹
U+1873A 𘜺
U+1873B 𘜻
U+1873C 𘜼
U+1873D 𘜽
U+1873E 𘜾
U+1873F 𘜿
U+18740 𘝀
U+18741 𘝁
U+18742 𘝂
U+18743 𘝃
U+18744 𘝄
U+18745 𘝅
U+18746 𘝆
U+18747 𘝇
U+18748 𘝈
U+18749 𘝉
U+1874A 𘝊
U+1874B 𘝋
U+1874C 𘝌
U+1874D 𘝍
U+1874E 𘝎
U+1874F 𘝏
U+18750 𘝐
U+18751 𘝑
U+18752 𘝒
U+18753 𘝓
U+18754 𘝔
U+18755 𘝕
U+18756 𘝖
U+18757 𘝗
U+18758 𘝘
U+18759 𘝙
U+1875A 𘝚
U+1875B 𘝛
U+1875C 𘝜
U+1875D 𘝝
U+1875E 𘝞
U+1875F 𘝟
U+18760 𘝠
U+18761 𘝡
U+18762 𘝢
U+18763 𘝣
U+18764 𘝤
U+18765 𘝥
U+18766 𘝦
U+18767 𘝧
U+18768 𘝨
U+18769 𘝩
U+1876A 𘝪
U+1876B 𘝫
U+1876C 𘝬
U+1876D 𘝭
U+1876E 𘝮
U+1876F 𘝯
U+18770 𘝰
U+18771 𘝱
U+18772 𘝲
U+18773 𘝳
U+18774 𘝴
U+18775 𘝵
U+18776 𘝶
U+18777 𘝷
U+18778 𘝸
U+18779 𘝹
U+1877A 𘝺
U+1877B 𘝻
U+1877C 𘝼
U+1877D 𘝽
U+1877E 𘝾
U+1877F 𘝿
U+18780 𘞀
U+18781 𘞁
U+18782 𘞂
U+18783 𘞃
U+18784 𘞄
U+18785 𘞅
U+18786 𘞆
U+18787 𘞇
U+18788 𘞈
U+18789 𘞉
U+1878A 𘞊
U+1878B 𘞋
U+1878C 𘞌
U+1878D 𘞍
U+1878E 𘞎
U+1878F 𘞏
U+18790 𘞐
U+18791 𘞑
U+18792 𘞒
U+18793 𘞓
U+18794 𘞔
U+18795 𘞕
U+18796 𘞖
U+18797 𘞗
U+18798 𘞘
U+18799 𘞙
U+1879A 𘞚
U+1879B 𘞛
U+1879C 𘞜
U+1879D 𘞝
U+1879E 𘞞
U+1879F 𘞟
U+187A0 𘞠
U+187A1 𘞡
U+187A2 𘞢
U+187A3 𘞣
U+187A4 𘞤
U+187A5 𘞥
U+187A6 𘞦
U+187A7 𘞧
U+187A8 𘞨
U+187A9 𘞩
U+187AA 𘞪
U+187AB 𘞫
U+187AC 𘞬
U+187AD 𘞭
U+187AE 𘞮
U+187AF 𘞯
U+187B0 𘞰
U+187B1 𘞱
U+187B2 𘞲
U+187B3 𘞳
U+187B4 𘞴
U+187B5 𘞵
U+187B6 𘞶
U+187B7 𘞷
U+187B8 𘞸
U+187B9 𘞹
U+187BA 𘞺
U+187BB 𘞻
U+187BC 𘞼
U+187BD 𘞽
U+187BE 𘞾
U+187BF 𘞿
U+187C0 𘟀
U+187C1 𘟁
U+187C2 𘟂
U+187C3 𘟃
U+187C4 𘟄
U+187C5 𘟅
U+187C6 𘟆
U+187C7 𘟇
U+187C8 𘟈
U+187C9 𘟉
U+187CA 𘟊
U+187CB 𘟋
U+187CC 𘟌
U+187CD 𘟍
U+187CE 𘟎
U+187CF 𘟏
U+187D0 𘟐
U+187D1 𘟑
U+187D2 𘟒
U+187D3 𘟓
U+187D4 𘟔
U+187D5 𘟕
U+187D6 𘟖
U+187D7 𘟗
U+187D8 𘟘
U+187D9 𘟙
U+187DA 𘟚
U+187DB 𘟛
U+187DC 𘟜
U+187DD 𘟝
U+187DE 𘟞
U+187DF 𘟟
U+187E0 𘟠
U+187E1 𘟡
U+187E2 𘟢
U+187E3 𘟣
U+187E4 𘟤
U+187E5 𘟥
U+187E6 𘟦
U+187E7 𘟧
U+187E8 𘟨
U+187E9 𘟩
U+187EA 𘟪
U+187EB 𘟫
U+187EC 𘟬
U+187ED 𘟭
U+187EE 𘟮
U+187EF 𘟯
U+187F0 𘟰
U+187F1 𘟱
U+187F2 𘟲
U+187F3 𘟳
U+187F4 𘟴
U+187F5 𘟵
U+187F6 𘟶
U+187F7 𘟷
U+187F8 𘟸
U+187F9 𘟹
U+187FA 𘟺
U+187FB 𘟻
U+187FC 𘟼
U+187FD 𘟽
U+187FE 𘟾
U+187FF 𘟿

# 西夏文部件
U+18800 𘠀
U+18801 𘠁
U+18802 𘠂
U+18803 𘠃
U+18804 𘠄
U+18805 𘠅
U+18806 𘠆
U+18807 𘠇
U+18808 𘠈
U+18809 𘠉
U+1880A 𘠊
U+1880B 𘠋
U+1880C 𘠌
U+1880D 𘠍
U+1880E 𘠎
U+1880F 𘠏
U+18810 𘠐
U+18811 𘠑
U+18812 𘠒
U+18813 𘠓
U+18814 𘠔
U+18815 𘠕
U+18816 𘠖
U+18817 𘠗
U+18818 𘠘
U+18819 𘠙
U+1881A 𘠚
U+1881B 𘠛
U+1881C 𘠜
U+1881D 𘠝
U+1881E 𘠞
U+1881F 𘠟
U+18820 𘠠
U+18821 𘠡
U+18822 𘠢
U+18823 𘠣
U+18824 𘠤
U+18825 𘠥
U+18826 𘠦
U+18827 𘠧
U+18828 𘠨
U+18829 𘠩
U+1882A 𘠪
U+1882B 𘠫
U+1882C 𘠬
U+1882D 𘠭
U+1882E 𘠮
U+1882F 𘠯
U+18830 𘠰
U+18831 𘠱
U+18832 𘠲
U+18833 𘠳
U+18834 𘠴
U+18835 𘠵
U+18836 𘠶
U+18837 𘠷
U+18838 𘠸
U+18839 𘠹
U+1883A 𘠺
U+1883B 𘠻
U+1883C 𘠼
U+1883D 𘠽
U+1883E 𘠾
U+1883F 𘠿
U+18840 𘡀
U+18841 𘡁
U+18842 𘡂
U+18843 𘡃
U+18844 𘡄
U+18845 𘡅
U+18846 𘡆
U+18847 𘡇
U+18848 𘡈
U+18849 𘡉
U+1884A 𘡊
U+1884B 𘡋
U+1884C 𘡌
U+1884D 𘡍
U+1884E 𘡎
U+1884F 𘡏
U+18850 𘡐
U+18851 𘡑
U+18852 𘡒
U+18853 𘡓
U+18854 𘡔
U+18855 𘡕
U+18856 𘡖
U+18857 𘡗
U+18858 𘡘
U+18859 𘡙
U+1885A 𘡚
U+1885B 𘡛
U+1885C 𘡜
U+1885D 𘡝
U+1885E 𘡞
U+1885F 𘡟
U+18860 𘡠
U+18861 𘡡
U+18862 𘡢
U+18863 𘡣
U+18864 𘡤
U+18865 𘡥
U+18866 𘡦
U+18867 𘡧
U+18868 𘡨
U+18869 𘡩
U+1886A 𘡪
U+1886B 𘡫
U+1886C 𘡬
U+1886D 𘡭
U+1886E 𘡮
U+1886F 𘡯
U+18870 𘡰
U+18871 𘡱
U+18872 𘡲
U+18873 𘡳
U+18874 𘡴
U+18875 𘡵
U+18876 𘡶
U+18877 𘡷
U+18878 𘡸
U+18879 𘡹
U+1887A 𘡺
U+1887B 𘡻
U+1887C 𘡼
U+1887D 𘡽
U+1887E 𘡾
U+1887F 𘡿
U+18880 𘢀
U+18881 𘢁
U+18882 𘢂
U+18883 𘢃
U+18884 𘢄
U+18885 𘢅
U+18886 𘢆
U+18887 𘢇
U+18888 𘢈
U+18889 𘢉
U+1888A 𘢊
U+1888B 𘢋
U+1888C 𘢌
U+1888D 𘢍
U+1888E 𘢎
U+1888F 𘢏
U+18890 𘢐
U+18891 𘢑
U+18892 𘢒
U+18893 𘢓
U+18894 𘢔
U+18895 𘢕
U+18896 𘢖
U+18897 𘢗
U+18898 𘢘
U+18899 𘢙
U+1889A 𘢚
U+1889B 𘢛
U+1889C 𘢜
U+1889D 𘢝
U+1889E 𘢞
U+1889F 𘢟
U+188A0 𘢠
U+188A1 𘢡
U+188A2 𘢢
U+188A3 𘢣
U+188A4 𘢤
U+188A5 𘢥
U+188A6 𘢦
U+188A7 𘢧
U+188A8 𘢨
U+188A9 𘢩
U+188AA 𘢪
U+188AB 𘢫
U+188AC 𘢬
U+188AD 𘢭
U+188AE 𘢮
U+188AF 𘢯
U+188B0 𘢰
U+188B1 𘢱
U+188B2 𘢲
U+188B3 𘢳
U+188B4 𘢴
U+188B5 𘢵
U+188B6 𘢶
U+188B7 𘢷
U+188B8 𘢸
U+188B9 𘢹
U+188BA 𘢺
U+188BB 𘢻
U+188BC 𘢼
U+188BD 𘢽
U+188BE 𘢾
U+188BF 𘢿
U+188C0 𘣀
U+188C1 𘣁
U+188C2 𘣂
U+188C3 𘣃
U+188C4 𘣄
U+188C5 𘣅
U+188C6 𘣆
U+188C7 𘣇
U+188C8 𘣈
U+188C9 𘣉
U+188CA 𘣊
U+188CB 𘣋
U+188CC 𘣌
U+188CD 𘣍
U+188CE 𘣎
U+188CF 𘣏
U+188D0 𘣐
U+188D1 𘣑
U+188D2 𘣒
U+188D3 𘣓
U+188D4 𘣔
U+188D5 𘣕
U+188D6 𘣖
U+188D7 𘣗
U+188D8 𘣘
U+188D9 𘣙
U+188DA 𘣚
U+188DB 𘣛
U+188DC 𘣜
U+188DD 𘣝
U+188DE 𘣞
U+188DF 𘣟
U+188E0 𘣠
U+188E1 𘣡
U+188E2 𘣢
U+188E3 𘣣
U+188E4 𘣤
U+188E5 𘣥
U+188E6 𘣦
U+188E7 𘣧
U+188E8 𘣨
U+188E9 𘣩
U+188EA 𘣪
U+188EB 𘣫
U+188EC 𘣬
U+188ED 𘣭
U+188EE 𘣮
U+188EF 𘣯
U+188F0 𘣰
U+188F1 𘣱
U+188F2 𘣲
U+188F3 𘣳
U+188F4 𘣴
U+188F5 𘣵
U+188F6 𘣶
U+188F7 𘣷
U+188F8 𘣸
U+188F9 𘣹
U+188FA 𘣺
U+188FB 𘣻
U+188FC 𘣼
U+188FD 𘣽
U+188FE 𘣾
U+188FF 𘣿
U+18900 𘤀
U+18901 𘤁
U+18902 𘤂
U+18903 𘤃
U+18904 𘤄
U+18905 𘤅
U+18906 𘤆
U+18907 𘤇
U+18908 𘤈
U+18909 𘤉
U+1890A 𘤊
U+1890B 𘤋
U+1890C 𘤌
U+1890D 𘤍
U+1890E 𘤎
U+1890F 𘤏
U+18910 𘤐
U+18911 𘤑
U+18912 𘤒
U+18913 𘤓
U+18914 𘤔
U+18915 𘤕
U+18916 𘤖
U+18917 𘤗
U+18918 𘤘
U+18919 𘤙
U+1891A 𘤚
U+1891B 𘤛
U+1891C 𘤜
U+1891D 𘤝
U+1891E 𘤞
U+1891F 𘤟
U+18920 𘤠
U+18921 𘤡
U+18922 𘤢
U+18923 𘤣
U+18924 𘤤
U+18925 𘤥
U+18926 𘤦
U+18927 𘤧
U+18928 𘤨
U+18929 𘤩
U+1892A 𘤪
U+1892B 𘤫
U+1892C 𘤬
U+1892D 𘤭
U+1892E 𘤮
